son that the girl observes blocks farmers,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actor that the daughters stop interrupts the friend,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the father that the friends greet observes the farmers,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the student that the actresses watch attracts the girl,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a farmer that the sisters know blocks a mothers,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a boys that the brother ignores block a student,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
farmers that the son watches stop friends,DP,masculine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a brothers that the actor stops ignore a sister,DP,masculine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
an actors that the friends defend meet a man,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
fathers that the farmers interrupt defend students,DP,masculine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a friends that the boys attract welcome a mothers,DP,masculine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a friends that the sister watches observe a brother,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
farmers that the friend interrupts ignore girl,DP,masculine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
men that the student watches defend daughters,DP,masculine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the boys that the daughters greet stop the father,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friends that the girls welcome interrupt the sons,DP,masculine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the students that the mothers watch observe the girl,DP,masculine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friends that the actresses meet block the women,DP,masculine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actress that the student observes greets the friend,DP,feminine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
daughter that the actor defends watches sister,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
woman that the son ignores avoids actresses,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the student that the boys know ignores the man,DP,feminine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the girl that the students welcome meets the sister,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
farmer that the students ignore interrupts girls,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
girl that the actress greets welcomes father,DP,feminine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actress that the student attracts knows the friend,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the sister that the sister interrupts greets the actresses,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the woman that the daughters welcome interrupts the father,DP,feminine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the girl that the students watch knows the fathers,DP,feminine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the sister that the daughters defend welcomes the woman,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a friend that the actresses attract interrupts a farmers,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the girls that the friend watches defend the actor,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
actresses that the brother defends ignore friend,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the mothers that the men avoid block the boy,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a students that the friends know attract an actors,DP,feminine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the students that the brothers know defend the sister,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the students that the men interrupt observe the friends,DP,feminine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
mothers that the sister greets block brother,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
mothers that the friend stops observe brothers,DP,feminine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actresses that the girl meets observe the student,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a farmers that the sister interrupts greet a students,DP,feminine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the mothers that the women welcome attract the friend,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
an actresses that the sisters block interrupt a men,DP,feminine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the daughters that the friends watch stop the actress,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a farmers that the women greet watch an actresses,DP,feminine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
man that he ignores observes father,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
student that he interrupts greets boys,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
son that he blocks knows woman,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a friend that he attracts stops a farmers,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friend that they watch defends the actor,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that they stop watches the men,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that they greet blocks the sister,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
student that they meet attracts women,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
boy that she watches knows son,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that she interrupts watches the brothers,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friend that she attracts welcomes the girl,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actor that she meets interrupts the friends,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a son that they meet attracts a father,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a farmer that they interrupt watches a fathers,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
actor that they avoid observes girl,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brothers that he greets stop the student,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the sons that he ignores stop the fathers,DP,masculine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brothers that he defends attract the student,DP,masculine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actors that he observes defend the friends,DP,masculine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actors that they watch avoid the son,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmers that they defend interrupt the men,DP,masculine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
actors that they interrupt watch woman,DP,masculine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a farmers that they defend meet a mothers,DP,masculine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friends that she observes defend the son,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the fathers that she interrupts defend the sons,DP,masculine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the men that she ignores greet the daughter,DP,masculine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the students that she avoids meet the mothers,DP,masculine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
an actors that they meet attract a father,DP,masculine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a friends that they defend block an actors,DP,masculine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
brothers that they observe ignore girl,DP,masculine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
actors that they welcome know daughters,DP,masculine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the mother that he defends observes the son,DP,feminine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
an actress that he stops watches a men,DP,feminine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actress that he attracts welcomes the woman,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the daughter that he watches meets the women,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmer that they avoid watches the son,DP,feminine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a girl that they stop interrupts a friends,DP,feminine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
sister that they interrupt stops farmer,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
student that they stop meets sisters,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the daughter that she stops greets the actors,DP,feminine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a girl that she blocks meets a woman,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
mother that she watches ignores girls,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmer that they welcome knows the actors,DP,feminine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the woman that they watch knows the mother,DP,feminine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
girl that they avoid meets sisters,DP,feminine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
women that he ignores know student,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a girls that he attracts stop a fathers,DP,feminine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
a sisters that he ignores stop a girl,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
students that they greet interrupt son,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the girls that they observe meet the sons,DP,feminine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmers that they avoid attract the woman,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the students that they greet welcome the mothers,DP,feminine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friends that she observes interrupt the father,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
sisters that she meets defend men,DP,feminine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the daughters that she blocks meet the farmer,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the girls that she meets watch the daughters,DP,feminine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
women that they observe stop farmer,DP,feminine,plural,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the students that they meet block the farmers,DP,feminine,plural,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
daughters that they ignore watch sister,DP,feminine,plural,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmers that they avoid ignore the mothers,DP,feminine,plural,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmer that the friend prep the brother welcomes defends the father,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmer that the brother prep the friend interrupts knows the students,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actor that the man prep the friend watches avoids the student,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that the actor prep the boys ignores welcomes the student,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friend that the man prep the farmers avoids greets the students,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brother that the brother prep the students greets observes the actresses,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that the father prep the farmer attracts meets the brother,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actor that the brother prep the sister blocks avoids the woman,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that the friend prep the student knows avoids the women,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brother that the brother prep the friends welcomes meets the actor,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brother that the actor prep the women meets greets the farmers,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the man that the son prep the students meets blocks the friend,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brother that the brother prep the sisters attracts welcomes the mothers,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the student that the boys prep the friend attract blocks the son,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the student that the men prep the boy meet watches the actors,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the father that the sons prep the farmer greet blocks the sister,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brother that the sons prep the boy welcome avoids the students,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the farmer that the actors prep the friends know greets the girl,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the father that the boys prep the student welcome attracts the farmers,DP,masculine,singular,,DP,masculine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that the brothers prep the farmer attract watches the mother,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the boy that the brothers prep the daughter block greets the women,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the student that the brothers prep the girls attract watches the men,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the brother that the girl prep the friend attracts watches the sisters,DP,masculine,singular,,DP,feminine,singular,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actor that the sister prep the boys knows attracts the farmer,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the friend that the sister prep the sons knows meets the actors,DP,masculine,singular,,DP,masculine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the son that the girl prep the farmers interrupts knows the friend,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
the actor that the daughter prep the farmers defends watches the girls,DP,masculine,singular,,DP,feminine,plural,,FAILED,declarative,,,,,object,w1__number == w2__number,w1__gender == w2__gender,,
